,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.022174957556730504,0.015152280488972806,0.003601433932014685,4.455728865815985e-05,0.00021648116659388767,0.000135913742133379,0.0002756106502849042,0.0017723432208712508,0.011044743014086198,0.0636950644886186,0.06211566273467279,0.03818503591100285,0.053007060018317544,0.03870318953822884,0.048321538846214276,0.005198350343451925,0.004424342599591348,0.0017416575409463326,0.022651776592276792,0.02809561237512837,0.06268608009985316,0.029413555322042373,0.011229697797195537,0.011132316301543273
2,0.008026897469685454,0.0029610980541285585,0.0001842541968096838,0.00017654774751346152,2.4380403228049587e-05,0.00022558878848942347,0.0011999642140518142,0.0031894891878166097,0.028166932060433414,0.041030537225688106,0.06798685616031487,0.08494889117856051,0.0714244930154698,0.03557577229656182,0.02773495054806521,0.04009791674358528,0.024991874950389726,0.022319978920759452,0.02841213726531322,0.027973290007208308,0.02224949993901404,0.01627518021006241,0.035754001451194506,0.05506846514642709
3,0.021696316996805114,0.01412395991833686,0.004129115532916032,0.0014028540064323631,0.0010875901715868956,0.0002915840179170743,0.0004146069721367718,0.0007522895685712574,0.019829814977260038,0.02348967780666612,0.053663509381095834,0.06079533779434004,0.08280439651531174,0.07570213284391314,0.13499303161837048,0.1043835754828143,0.023831563920898406,0.0037968975096188433,0.03670946104666612,0.03897697866413468,0.025314424882751627,0.01908186904374662,0.050845611166617,0.06308667534599681
4,0.03385625328268468,0.01789843866636672,0.004349239748268134,0.001541289859244506,0.0007913822840920883,0.0007239858820651236,0.00013717479747276092,0.0018314727045622675,0.01260466846890162,0.045060589855832625,0.03489984663465317,0.0370135155007171,0.05126722400175031,0.040145976963741725,0.052257712912204886,0.032811679109896644,0.038536309881650695,0.03219166023470058,0.027592591411974916,0.02482499529381155,0.01481852117581638,0.02567830940679328,0.03311447250860831,0.06420439072846891
5,0.02151304362081495,0.01394348888754532,0.003550571366659617,0.0007637791838856182,0.0003536559640666482,0.00013283116241489,0.00022530855396955989,0.0039042273307262824,0.002561903980584183,0.020298367094470325,0.06745875420763375,0.05049167496803043,0.061635901236667893,0.024457327603751775,0.11547567813075725,0.10846855407885203,0.0771583715263792,0.03190498032088114,0.026897329568195752,0.03074705128480871,0.01504284890896645,0.014464725094489851,0.03667765442866171,0.05719264280698589
6,0.02134266103273847,0.014600638836623206,0.0030056553427867186,0.0011619924366104266,0.0010672731688968547,0.0011282241769669781,0.0004227337732127884,0.006129289418435607,0.0009235128602073706,0.0010249577563975149,0.04839075677262031,0.05353782419893737,0.048601212897037255,0.00011475603588373169,0.00885204801342102,0.01318559462857683,0.01681953576489556,0.017528529100148037,0.024537194441912637,0.02776927927674834,0.026263579201526402,0.02240166728329936,0.03530324422599548,0.05576190546582718
7,0.02148095676829068,0.013929897513331981,0.003218913812402185,0.0012278475487781464,0.0015674917868516627,0.001852490293551965,0.001577019760526992,0.0013078545041989246,0.030620805633610585,0.005371955628506872,0.022449167034416066,0.010767591073942016,0.024798092779904787,0.027015448418317805,0.0492845647737222,0.05221119398190769,0.026828812228089294,0.0065032623851923104,0.023895597508687114,0.020811476500338853,0.018834001610928033,0.010497865348574277,0.04003864714263421,0.05569156660134167
8,0.021243458012707096,0.013596978903735171,0.0028604938614978713,0.0007728868057811542,0.0008806369786683385,0.0009857249236168272,0.0019330577180124728,0.005622765523783895,0.024260883205328033,0.06530150887373114,0.003233906359214877,0.030611417777195213,0.043715884512271895,0.03156211338582919,0.06851832092723427,0.02263748463176374,0.03739127163349197,0.008901649523436694,0.03370492664195882,0.038152808941218586,0.01742232021712015,0.02258522089380942,0.029230001711532314,0.0246481673117782
9,0.019839903419975075,0.014309895522265718,0.003188508366997089,0.0014450293016716898,0.0018216644963670746,0.001637970768597116,0.0019298350210340532,0.006569397731879882,0.006034009681682314,0.03221618075518856,0.01893894943861669,0.013030204587313072,0.04165083633540401,0.032562270387218956,0.016028994184363137,0.019597360443034006,0.019775729714926516,0.021344482557117548,0.03819162142221964,0.03442260724732698,0.03075363679602542,0.03251561133966178,0.04672574337285642,0.061900862975198055
